Bike Name,Total Duration,Avg Duration,Trips,Total Distance,Avg Distance
1,12965.833333333332,17.859274563820016,726,955.5010103119175,1.3161170940935503
2,7421.4333333333325,19.326649305555552,384,539.7104935105634,1.4054960768504257
3,13044.56666666667,18.769160671462835,695,838.4719321496552,1.2064344347477054
4,10746.033333333336,17.003217299578065,632,793.2230955256747,1.2550998346925233
5,7048.316666666666,15.223146148308134,463,565.149736464345,1.2206257807005292
6,6142.5833333333385,19.500264550264568,315,377.49327839254687,1.1983913599763392
7,11257.98333333334,20.925619578686508,538,728.5032940842077,1.3540953421639548
8,7632.7333333333345,17.668364197530867,432,537.674037505854,1.2446158275598473
9,6823.049999999998,18.14640957446808,376,448.21564974705893,1.1920628982634547
10,9314.26666666667,17.312763320941766,538,703.1540741605805,1.3069778330122315
11,7850.0,21.506849315068493,365,441.2269920646613,1.208841074149757
12,11295.866666666676,18.278101402373263,618,830.4253458925582,1.3437303331594792
13,8761.033333333324,18.063986254295514,485,625.4683740545032,1.2896255135144397
14,6040.966666666669,21.27100938967137,284,366.9690963578012,1.2921447054852155
19,9670.199999999992,17.29910554561716,559,735.5959869373162,1.3159141090112991
20,12567.433333333349,16.13277706461277,779,962.3751920742724,1.2353981926499003
21,1839.8833333333337,12.601940639269408,146,174.01366039621766,1.1918743862754635
22,13005.716666666662,19.79561136478944,657,843.7946024756702,1.284314463433288
24,9799.933333333312,15.806344086021472,620,817.7317733343754,1.318922215055444
25,9598.53333333333,18.565828497743382,517,628.9351535281879,1.2165090010216402
26,10580.466666666667,16.302722136620442,649,820.612425808228,1.2644259257445731
27,9817.849999999997,19.75422535211267,497,670.3917452280918,1.3488767509619555
28,11785.216666666664,16.18848443223443,728,921.2026308683872,1.2653882292148178
29,10291.4,18.214867256637167,565,681.3507975944054,1.2059306152113372
30,6630.850000000004,16.49465174129354,402,505.36956681233244,1.2571382259013244
31,9364.016666666666,17.73488005050505,528,700.795448430304,1.3272641068755757
32,4058.9833333333318,16.235933333333328,250,290.50497428565825,1.162019897142633
37,5461.950000000003,16.857870370370378,324,417.17369188527897,1.2875731231027128
38,7388.383333333331,19.091429801894915,387,507.90355715755464,1.312412292396782
39,8615.783333333335,15.750975015234616,547,632.0819903047893,1.1555429438844411
40,4815.4,15.583818770226536,309,379.3651096324976,1.2277188013996685
41,8683.816666666664,17.685980991174468,491,676.4314760641912,1.3776608473812448
42,4130.933333333335,18.949235474006123,218,284.48057453581356,1.3049567639257502
43,11552.100000000002,19.35025125628141,597,772.5930869768522,1.2941257738305731
44,10648.900000000007,17.485878489326776,609,804.1800167184499,1.320492638289737
45,8851.466666666667,19.53966151582046,453,594.4373057094097,1.312223632912604
46,10619.94999999999,18.437413194444428,576,714.5120120356399,1.2404722431174304
47,6570.2000000000035,19.267448680351915,341,443.0900789613039,1.2993843957809499
48,12731.966666666662,18.723480392156855,680,885.3283136994072,1.3019534024991282
49,2170.033333333333,12.916865079365076,168,179.64651683541445,1.069324504972705
50,7466.950000000002,16.023497854077256,466,556.2973845167754,1.1937712114093892
51,8022.383333333327,16.174159946236546,496,601.4073522064584,1.212514822996892
53,13047.43333333333,16.857149009474586,774,987.753286897696,1.2761670373355245
54,14435.183333333342,17.349979967948727,832,1044.6601287561648,1.2556011162934673
55,8664.516666666661,16.598690932311612,522,643.2562568346408,1.2322916797598482
56,11390.816666666653,18.254513888888866,624,760.3165448815573,1.2184560014127521
57,6705.933333333343,13.492823608316586,497,584.2707755095544,1.1755951217496063
58,12075.983333333326,16.40758605072463,736,950.4856465877253,1.2914207154724529
59,5830.900000000001,16.707449856733525,349,446.81149112778564,1.2802621522286122
60,8423.950000000008,14.936081560283702,564,741.7412546612397,1.3151440685482974
61,7284.066666666667,20.75232668566002,351,467.07415380967143,1.3306955948993489
62,8790.249999999998,17.93928571428571,490,626.1252110821183,1.277806553228813
63,7184.866666666661,16.21866064710307,443,586.6069999044402,1.324169300010023
64,11925.099999999986,22.20689013035379,537,714.0826722496082,1.3297628905951735
65,10835.700000000004,14.843424657534253,730,953.5607205899767,1.306247562452023
66,4451.183333333334,19.35297101449276,230,316.3095543221862,1.3752589318355923
67,10188.766666666665,17.44651826484018,584,747.0857802986378,1.2792564731141058
68,9362.383333333328,16.11425702811244,581,725.2493020064217,1.2482776282382473
69,12369.833333333332,19.634656084656083,630,810.3269040328478,1.2862331810045202
70,4883.033333333337,14.236248785228389,343,404.50302777308303,1.1793091188719622
71,4162.433333333332,16.452305665349137,253,315.1218844393296,1.2455410452147415
72,968.6500000000001,12.261392405063292,79,101.32285263493964,1.2825677548726537
73,15420.533333333327,18.534294871794863,832,1133.2045380524178,1.362024685159156
74,8844.233333333339,15.170211549456843,583,733.5447482982124,1.2582242680929887
75,5881.783333333331,20.282011494252867,290,367.7301395941788,1.2680349641178579
76,6299.433333333336,18.1539865513929,347,461.79161720247794,1.330811576952386
77,4285.166666666665,14.236434108527126,301,409.45413873459256,1.3603127532710717
78,8784.316666666666,15.88484026522001,553,694.2617194552251,1.2554461472969713
79,8168.350000000005,15.126574074074083,540,629.5509930464067,1.1658351723081606
80,8372.366666666667,15.826780088216761,529,605.519294327756,1.144648949579879
81,9733.4,17.569314079422384,554,702.4897038614032,1.2680319564285256
83,12463.799999999994,17.505337078651678,712,918.0003675156123,1.289326358870242
84,5692.066666666667,15.219429590017825,374,530.3922680052674,1.4181611443991107
85,17008.31666666665,15.719331484904483,1082,1460.5193692557195,1.349833058461848
86,2864.2000000000007,17.358787878787883,165,200.63734297314429,1.215983896806935
