Start Date,Total Duration,Trips,Total Distance,Avg Duration,Avg Distance,events,hum_avg,prec,temp_avg,wind_avg,Daylight,Date,Day,DayOfYear,Week,Month,Year
2017-11-20,90251.04999999999,7572,8684.235767283151,11.919050449022714,1.1468879777183243,None,58,0.0,41,18,579.55,1511136000000000000,1,324,47,11,2017
2017-11-21,69655.93333333364,6358,6984.646851104467,10.955635944217308,1.098560372932442,Rain,54,0.02,36,15,577.6833333333333,1511222400000000000,2,325,47,11,2017
2017-11-22,56919.399999999885,4874,5226.200536649035,11.678169881001207,1.0722610867150255,None,59,0.0,29,7,575.8666666666667,1511308800000000000,3,326,47,11,2017
2017-11-23,31050.949999999953,1751,1889.1784078269202,17.73326670474012,1.0789139964745404,None,57,0.0,39,8,574.1,1511395200000000000,4,327,47,11,2017
2017-11-24,80548.7833333333,4340,5421.583770711829,18.559627496159745,1.2492128503944306,None,57,0.0,48,13,572.3666666666667,1511481600000000000,5,328,47,11,2017
2017-11-25,72421.68333333329,4059,4761.407368015878,17.842247680052548,1.1730493638866415,None,61,0.0,44,12,570.7,1511568000000000000,6,329,47,11,2017
2017-11-26,50089.3666666667,3429,3962.591872812166,14.607572664528055,1.1556115114646153,None,65,0.0,38,7,569.0666666666667,1511654400000000000,0,330,47,11,2017
2017-11-27,103159.05000000002,8721,10251.78063169911,11.828809769521845,1.1755281082099656,None,69,0.0,44,7,567.4833333333333,1511740800000000000,1,331,48,11,2017
2017-11-28,113400.36666666648,9442,11202.148908448558,12.010206171008948,1.1864169570481422,None,48,0.0,52,15,565.9666666666667,1511827200000000000,2,332,48,11,2017
2017-11-29,100062.11666666644,8565,10000.203483240339,11.682675617824453,1.1675660809387436,None,58,0.0,41,7,564.4833333333333,1511913600000000000,3,333,48,11,2017
2017-11-30,101335.26666666659,8796,10224.975699034721,11.520607852053955,1.1624574464568806,None,46,0.0,47,11,563.0666666666667,1512000000000000000,4,334,48,11,2017
2017-12-01,106346.05000000003,8694,10019.206143129626,12.23211985277203,1.152427667716773,None,58,0.0,41,5,561.7166666666667,1512086400000000000,5,335,48,12,2017
2017-12-02,105654.64999999998,6453,7802.978627893032,16.372950565628386,1.2092017089559945,None,59,0.0,44,4,560.4,1512172800000000000,6,336,48,12,2017
2017-12-03,98916.91666666699,6071,7483.593574701823,16.29334815790924,1.232678895519984,None,61,0.0,44,6,559.1666666666666,1512259200000000000,0,337,48,12,2017
2017-12-04,100470.3333333339,8664,10001.717913976338,11.596298861188123,1.1543995745586724,"Rain,Thunderstorm",64,0.16,55,22,557.9666666666667,1512345600000000000,1,338,49,12,2017
2017-12-05,57121.100000000086,5510,5825.843687514476,10.36680580762252,1.057321903360159,None,53,0.0,36,22,556.85,1512432000000000000,2,339,49,12,2017
2017-12-06,63379.41666666665,5918,6501.64583600808,10.709600653373885,1.0986221419412099,None,51,0.0,31,14,555.7833333333333,1512518400000000000,3,340,49,12,2017
2017-12-07,51663.783333333246,5069,5364.228779543676,10.192105609258876,1.0582420160867383,Snow,58,0.01,24,12,554.7833333333333,1512604800000000000,4,341,49,12,2017
2017-12-08,58286.38333333338,4964,5182.100710311296,11.74181775449907,1.043936484752477,Snow,55,0.01,28,12,553.8333333333334,1512691200000000000,5,342,49,12,2017
2017-12-09,18238.399999999994,1673,1731.858847606825,10.90161386730424,1.0351816184141214,Snow,71,0.03,26,14,552.9666666666667,1512777600000000000,6,343,49,12,2017
2017-12-10,23922.733333333348,2052,2239.0523359868293,11.658252111760891,1.091156109155375,None,65,0.0,28,10,552.15,1512864000000000000,0,344,49,12,2017
2017-12-11,52237.949999999786,5057,5393.844976022325,10.329829938698792,1.0666096452486307,Snow,74,0.08,31,10,551.4,1512950400000000000,1,345,50,12,2017
2017-12-12,43451.14999999998,4274,4407.265973755303,10.166389798783337,1.0311806209067158,Snow,60,0.01,24,13,550.7333333333333,1513036800000000000,2,346,50,12,2017
2017-12-13,52005.2666666668,4927,5284.707431577332,10.55515864961778,1.0726014677445366,Snow,61,0.01,30,16,550.1166666666667,1513123200000000000,3,347,50,12,2017
2017-12-14,48337.916666666744,4751,4892.885306501385,10.174261558970057,1.029864303620582,Snow,58,0.01,22,8,549.5833333333334,1513209600000000000,4,348,50,12,2017
2017-12-15,47016.0333333335,4557,4860.344209778077,10.317321337137042,1.0665666468681319,Snow,62,0.01,29,12,549.1166666666667,1513296000000000000,5,349,50,12,2017
2017-12-16,49802.25000000003,3614,4227.182936613776,13.78036801328169,1.1696687705074091,None,69,0.0,37,8,548.7166666666667,1513382400000000000,6,350,50,12,2017
2017-12-17,35115.96666666664,2832,3181.0391474916364,12.399705743879462,1.1232482865436568,None,81,0.0,36,5,548.3833333333333,1513468800000000000,0,351,50,12,2017
2017-12-18,63480.13333333342,5719,6533.738143112486,11.099865943929606,1.1424616441882298,Rain,77,0.01,43,12,548.1166666666667,1513555200000000000,1,352,51,12,2017
2017-12-19,75591.13333333333,6850,7804.989173518067,11.03520194647202,1.1394144778858493,None,55,0.0,43,12,547.9333333333333,1513641600000000000,2,353,51,12,2017
2017-12-20,39803.89999999996,3807,4015.1251075705736,10.455450485946928,1.0546690589888557,None,61,0.0,32,8,547.8166666666667,1513728000000000000,3,354,51,12,2017
2017-12-21,55841.43333333335,5346,5754.594612243393,10.445460780645968,1.0764299686201633,None,62,0.0,36,9,547.7666666666667,1513814400000000000,4,355,51,12,2017
2017-12-22,47821.95000000002,4301,4685.874067334459,11.118797953964199,1.089484786639028,None,76,0.01,36,7,547.7833333333333,1513900800000000000,5,356,51,12,2017
2017-12-23,18317.100000000006,1604,1706.9102149037685,11.419638403990028,1.0641584880946189,None,66,0.0,26,9,547.8833333333333,1513987200000000000,6,357,51,12,2017
2017-12-24,5050.150000000004,378,399.1098696717948,13.360185185185196,1.0558462160629491,"Fog,Snow",68,0.18,20,9,548.0333333333333,1514073600000000000,0,358,51,12,2017
2017-12-25,2966.7166666666653,233,228.72893108143853,12.732689556509293,0.9816692321091782,Snow,66,0.01,12,13,548.2833333333333,1514160000000000000,1,359,52,12,2017
2017-12-26,6834.8499999999985,731,648.6484670684605,9.349999999999998,0.8873440041976204,None,63,0.0,1,10,548.5833333333334,1514246400000000000,2,360,52,12,2017
2017-12-27,10392.099999999999,1071,971.9700439937778,9.703174603174602,0.9075350550828925,None,65,0.0,2,8,548.95,1514332800000000000,3,361,52,12,2017
2017-12-28,12327.683333333318,1224,1212.1850931899246,10.07163671023964,0.9903472983577816,Snow,67,0.03,8,8,549.4,1514419200000000000,4,362,52,12,2017
2017-12-29,11192.800000000012,1019,1009.376496111957,10.984102060843977,0.9905559333777791,Snow,76,0.08,12,6,549.9166666666666,1514505600000000000,5,363,52,12,2017
2017-12-30,5727.149999999998,521,450.1927295564721,10.992610364683298,0.8640935308185645,Snow,67,0.01,7,13,550.5,1514592000000000000,6,364,52,12,2017
2017-12-31,6910.6500000000015,599,584.9005597291224,11.536978297161939,0.9764617023858471,None,61,0.0,6,11,551.1666666666666,1514678400000000000,0,365,52,12,2017
2018-01-01,4091.783333333335,349,289.03603909279525,11.724307545367722,0.8281834931025652,None,62,0.0,-4,11,552.0666666666667,1514764800000000000,1,1,1,1,2018
2018-01-02,16149.150000000001,1537,1390.3517387967308,10.506929082628497,0.9045879888072419,None,60,0.0,0,11,552.8833333333333,1514851200000000000,2,2,1,1,2018
2018-01-03,22662.41666666668,2360,2294.239352595962,9.602718926553678,0.972135318896594,Snow,69,0.01,12,12,553.75,1514937600000000000,3,3,1,1,2018
2018-01-04,21982.316666666677,2282,2228.329359677813,9.632917031843416,0.9764808762830031,None,59,0.0,6,12,554.6833333333333,1515024000000000000,4,4,1,1,2018
2018-01-05,19427.333333333354,2079,1932.9226002510893,9.34455667789002,0.9297367004574744,None,63,0.0,5,11,555.6833333333333,1515110400000000000,5,5,1,1,2018
2018-01-06,10441.08333333334,1020,998.3759489749655,10.236356209150333,0.9787999499754564,None,54,0.0,8,6,556.75,1515196800000000000,6,6,1,1,2018
2018-01-07,11243.933333333349,993,1020.1758837101308,11.323195703256141,1.027367455901441,"Rain,Snow",58,0.03,21,15,557.8666666666667,1515283200000000000,0,7,1,1,2018
2018-01-08,47020.60000000014,4417,4996.326659303123,10.645370160742617,1.1311584014722942,None,80,0.01,34,12,559.0666666666667,1515369600000000000,1,8,2,1,2018
2018-01-09,50803.55000000001,4894,5435.763097326686,10.38078259092767,1.1106994477578027,None,88,0.0,31,6,560.3166666666667,1515456000000000000,2,9,2,1,2018
2018-01-10,53166.56666666676,4911,5587.094018094166,10.826016425711009,1.1376693174697956,Rain,87,0.01,43,16,561.6166666666667,1515542400000000000,3,10,2,1,2018
