Start Date,Total Duration,Trips,Total Distance,Avg Duration,Avg Distance,events,hum_avg,prec,temp_avg,wind_avg,Daylight,Date,Day,DayOfYear,Week,Month,Year
2017-09-09,35333.0,861,721.5390772849029,41.03716608594657,0.8380244800056944,None,67,0.0,75,2,755.5333333333333,1504915200000000000,6,252,36,9,2017
2017-09-10,28470.0,808,527.8572417376308,35.23514851485149,0.6532886655168698,None,61,0.0,79,1,753.4666666666667,1505001600000000000,0,253,36,9,2017
2017-09-11,24042.0,842,638.780664135197,28.553444180522565,0.7586468695192363,None,56,0.0,82,2,751.3833333333333,1505088000000000000,1,254,37,9,2017
2017-09-12,19111.0,803,645.5492843416627,23.79950186799502,0.8039218983084218,None,75,0.0,73,3,749.3,1505174400000000000,2,255,37,9,2017
2017-09-13,19135.0,876,717.7084114289225,21.84360730593607,0.8193018395307335,None,71,0.0,72,2,747.2166666666667,1505260800000000000,3,256,37,9,2017
2017-09-14,21202.0,899,678.9842093552707,23.583982202447164,0.7552660838212132,None,69,0.0,71,3,745.1333333333333,1505347200000000000,4,257,37,9,2017
2017-09-15,32629.0,927,821.1097608638141,35.19848975188781,0.8857710473180304,None,71,0.0,72,1,743.0333333333333,1505433600000000000,5,258,37,9,2017
2017-09-16,35199.0,893,729.3155993806871,39.41657334826428,0.8167027988585522,None,66,0.0,73,1,740.95,1505520000000000000,6,259,37,9,2017
2017-09-17,34232.0,874,692.6128347273119,39.16704805491991,0.7924631976285034,None,71,0.0,71,1,738.85,1505606400000000000,0,260,37,9,2017
2017-09-18,22429.0,778,576.7242132731636,28.82904884318766,0.741290762561907,None,75,0.0,70,1,736.75,1505692800000000000,1,261,38,9,2017
2017-09-19,23892.0,896,750.5114261985752,26.665178571428573,0.8376243595966242,None,68,0.0,72,1,734.6666666666666,1505779200000000000,2,262,38,9,2017
2017-09-20,23007.0,820,613.3305540971132,28.057317073170733,0.7479640903623332,None,66,0.0,72,2,732.5666666666667,1505865600000000000,3,263,38,9,2017
2017-09-21,22576.0,775,645.7921753116894,29.13032258064516,0.8332802262086315,Rain,68,0.06,69,3,730.4666666666667,1505952000000000000,4,264,38,9,2017
2017-09-22,33182.0,922,750.2921452304737,35.98915401301518,0.8137658841979107,None,56,0.0,69,3,728.3666666666667,1506038400000000000,5,265,38,9,2017
2017-09-23,32270.0,880,607.7927679526489,36.67045454545455,0.6906735999461919,None,60,0.0,69,2,726.2666666666667,1506124800000000000,6,266,38,9,2017
2017-09-24,30917.0,744,545.3592688371416,41.55510752688172,0.7330097699423946,None,49,0.0,73,1,724.15,1506211200000000000,0,267,38,9,2017
2017-09-25,23540.0,829,739.2037968158032,28.395657418576597,0.8916812989334176,None,32,0.0,75,2,722.05,1506297600000000000,1,268,39,9,2017
2017-09-26,18523.0,856,664.528386666522,21.639018691588785,0.7763182087225724,None,50,0.0,75,2,719.95,1506384000000000000,2,269,39,9,2017
2017-09-27,25785.0,857,634.992035573196,30.087514585764293,0.7409475327575216,None,63,0.0,74,2,717.85,1506470400000000000,3,270,39,9,2017
2017-09-28,19177.0,835,640.8135111063817,22.96646706586826,0.7674413306663255,None,60,0.0,76,1,715.75,1506556800000000000,4,271,39,9,2017
2017-09-29,22416.0,804,607.7555066912176,27.880597014925375,0.7559148093174349,None,59,0.0,77,1,713.65,1506643200000000000,5,272,39,9,2017
2017-09-30,36185.0,846,664.647600307145,42.77186761229314,0.7856354613559634,None,71,0.0,73,2,711.5666666666667,1506729600000000000,6,273,39,9,2017
2017-10-01,31820.0,800,620.0691598055995,39.775,0.7750864497569994,None,65,0.0,72,2,709.4666666666667,1506816000000000000,0,274,39,10,2017
2017-10-02,21070.0,814,658.9274545553324,25.884520884520885,0.8094931874144132,None,60,0.0,72,1,707.3666666666667,1506902400000000000,1,275,40,10,2017
2017-10-03,17853.0,832,601.6746255781851,21.457932692307693,0.7231666172814725,None,67,0.0,71,2,705.2833333333333,1506988800000000000,2,276,40,10,2017
2017-10-04,21671.0,805,629.8963961080428,26.920496894409936,0.7824799951652706,None,61,0.0,69,1,703.1833333333333,1507075200000000000,3,277,40,10,2017
2017-10-05,19965.0,799,683.059953194825,24.987484355444305,0.8548935584415832,None,51,0.0,72,1,701.1,1507161600000000000,4,278,40,10,2017
2017-10-06,29431.0,919,784.0453953444536,32.02502720348205,0.8531505934107221,None,50,0.0,76,1,699.0166666666667,1507248000000000000,5,279,40,10,2017
2017-10-07,36176.0,882,676.9298217594603,41.01587301587302,0.76749412897898,None,38,0.0,80,1,696.9333333333333,1507334400000000000,6,280,40,10,2017
2017-10-08,135837.0,2164,1552.4922737856173,62.771256931608136,0.7174178714351281,None,69,0.0,73,3,694.8666666666667,1507420800000000000,0,281,40,10,2017
2017-10-09,15532.0,737,596.223145859031,21.074626865671643,0.8089866293881017,None,47,0.0,76,2,692.7833333333333,1507507200000000000,1,282,41,10,2017
2017-10-10,23524.0,880,703.9897939087315,26.73181818181818,0.799988402169013,None,46,0.0,74,1,690.7166666666667,1507593600000000000,2,283,41,10,2017
2017-10-11,21335.0,866,651.0150379424804,24.636258660508084,0.7517494664462822,None,72,0.0,69,1,688.6666666666666,1507680000000000000,3,284,41,10,2017
2017-10-12,17631.0,840,665.6781838523298,20.989285714285714,0.7924740283956306,None,67,0.0,71,1,686.6,1507766400000000000,4,285,41,10,2017
2017-10-13,23438.0,885,690.6002256605773,26.48361581920904,0.7803392380345506,None,72,0.0,69,1,684.55,1507852800000000000,5,286,41,10,2017
2017-10-14,37490.0,840,630.463056301057,44.63095238095238,0.7505512575012584,None,57,0.0,73,1,682.5,1507939200000000000,6,287,41,10,2017
2017-10-15,33862.0,799,586.4579849501574,42.38047559449311,0.7339899686485074,None,39,0.0,79,3,680.4666666666667,1508025600000000000,0,288,41,10,2017
2017-10-16,25263.0,815,664.2494606342233,30.99754601226994,0.8150300130481267,None,29,0.0,81,1,678.4333333333333,1508112000000000000,1,289,42,10,2017
2017-10-17,21820.0,823,668.1389275216173,26.512758201701093,0.8118334477783928,None,31,0.0,80,1,676.4166666666666,1508198400000000000,2,290,42,10,2017
2017-10-18,24360.0,873,642.5891853350861,27.903780068728523,0.7360700862944858,None,54,0.0,77,1,674.4,1508284800000000000,3,291,42,10,2017
2017-10-19,21671.0,862,761.6938005159012,25.140371229698374,0.8836354994384005,None,68,0.0,71,1,672.4,1508371200000000000,4,292,42,10,2017
2017-10-20,23595.0,920,854.0327097339097,25.64673913043478,0.9282964236238148,Rain,55,0.1,70,2,670.4,1508457600000000000,5,293,42,10,2017
2017-10-21,38419.0,1034,874.7079398996431,37.15570599613153,0.8459457832685136,None,49,0.0,69,1,668.4,1508544000000000000,6,294,42,10,2017
2017-10-22,31189.0,848,680.5051307082553,36.779481132075475,0.8024824654578482,None,36,0.0,78,1,666.4333333333333,1508630400000000000,0,295,42,10,2017
2017-10-23,25302.0,777,575.164752434018,32.56370656370656,0.7402377766203578,None,35,0.0,85,1,664.4666666666667,1508716800000000000,1,296,43,10,2017
2017-10-24,19605.0,752,548.2404799209155,26.070478723404257,0.7290431913841962,None,27,0.0,86,1,662.5,1508803200000000000,2,297,43,10,2017
2017-10-25,18260.0,789,641.4164861552904,23.14321926489227,0.8129486516543605,None,24,0.0,85,1,660.55,1508889600000000000,3,298,43,10,2017
2017-10-26,18810.0,775,571.3341736939894,24.270967741935483,0.7372053854115993,None,29,0.0,80,2,658.6166666666667,1508976000000000000,4,299,43,10,2017
2017-10-27,25785.0,891,714.8790509518495,28.939393939393938,0.8023333905183496,None,52,0.0,75,1,656.7,1509062400000000000,5,300,43,10,2017
2017-10-28,35650.0,843,767.1974901278655,42.28944246737841,0.9100800594636602,None,71,0.0,71,2,654.8,1509148800000000000,6,301,43,10,2017
2017-10-29,30742.0,729,564.5634564508802,42.17009602194788,0.7744354683825516,None,76,0.0,68,1,652.9,1509235200000000000,0,302,43,10,2017
2017-10-30,22647.0,701,565.42813721387,32.30670470756063,0.8066021928871183,None,68,0.0,67,2,651.0166666666667,1509321600000000000,1,303,44,10,2017
2017-10-31,16368.0,703,517.8696482627125,23.28307254623044,0.7366566831617533,Rain,77,0.01,66,2,649.15,1509408000000000000,2,304,44,10,2017
2017-11-01,23600.0,724,579.4055290771634,32.59668508287293,0.8002838799408334,None,66,0.0,68,1,647.3,1509494400000000000,3,305,44,11,2017
2017-11-02,18472.0,776,573.3442439298916,23.804123711340207,0.7388456751673861,None,66,0.0,64,1,645.4833333333333,1509580800000000000,4,306,44,11,2017
2017-11-03,28234.0,803,659.6460444826389,35.160647571606475,0.8214770167903349,None,56,0.0,65,2,643.6666666666666,1509667200000000000,5,307,44,11,2017
