Start Hub,Start Latitude,Start Longitude,Start Date,Start Time,End Hub,End Latitude,End Longitude,End Date,End Time,Bike Name,Distance [Miles],Duration
IRWIN & EASTSIDE BELTLINE ,33.757548333333304,-84.3648,2018-07-03 00:00:00,2018-07-03 13:53:00,NONE,33.7575966666667,-84.36470833333341,2018-07-05 00:00:00,2018-07-05 08:16:00,2602,6.6,1 days 18:23:35.000000000
IRWIN & EASTSIDE BELTLINE ,33.7576216666667,-84.3646916666667,2018-07-15 00:00:00,2018-07-15 16:38:00,NONE,33.773109999999996,-84.3635766666667,2018-07-17 00:00:00,2018-07-17 19:29:00,2931,1.47,2 days 02:50:42.000000000
CENTENNIAL OLYMPIC PARK,33.7604083333333,-84.3945416666667,2018-07-11 00:00:00,2018-07-11 11:34:00,NONE,33.765370000000004,-84.3877066666667,2018-07-20 00:00:00,2018-07-20 14:36:00,2957*,138.63,9 days 03:01:41.000000000
INMAN PARK VILLAGE,33.76173,-84.3598916666667,2018-07-07 00:00:00,2018-07-07 16:03:00,NONE,33.7633316666667,-84.3596033333333,2018-07-11 00:00:00,2018-07-11 11:35:00,2641,2.38,3 days 19:32:01.000000000
KING OF POPS,33.763635,-84.3589516666667,2018-07-09 00:00:00,2018-07-09 18:25:00,KING OF POPS,33.763516666666696,-84.3591216666667,2018-07-10 00:00:00,2018-07-10 18:28:00,1013,1.62,1 days 00:03:02.000000000
KING OF POPS,33.7638466666667,-84.359105,2018-07-26 00:00:00,2018-07-26 19:05:00,KING OF POPS,33.763573333333305,-84.3590433333333,2018-08-05 00:00:00,2018-08-05 03:29:00,2815,6.08,9 days 08:24:08.000000000
LITTLE FIVE POINTS,33.7641,-84.3506766666667,2018-07-14 00:00:00,2018-07-14 22:55:00,NONE,33.750225,-84.4144783333333,2018-08-05 00:00:00,2018-08-05 03:33:00,2891,13.97,21 days 04:38:26.000000000
LITTLE FIVE POINTS,33.76417,-84.3507583333333,2018-07-14 00:00:00,2018-07-14 22:56:00,NONE,33.74823,-84.39595,2018-08-05 00:00:00,2018-08-05 03:33:00,1029,12.42,21 days 04:37:40.000000000
HISTORIC FOURTH WARD PARK,33.770766666666695,-84.36554,2018-07-01 00:00:00,2018-07-01 14:07:00,KING OF POPS,33.763683333333304,-84.3589566666667,2018-07-03 00:00:00,2018-07-03 13:53:00,2737,0.98,1 days 23:46:33.000000000
VIRTUAL HUB - PONCE CITY MARKET SURFACE PARKING LOT,33.772123333333305,-84.3663366666667,2018-07-26 00:00:00,2018-07-26 19:52:00,NONE,33.7720033333333,-84.36605166666669,2018-07-29 00:00:00,2018-07-29 12:59:00,1319*,1.12,2 days 17:06:29.000000000
GREENWOOD AVE BELTLINE,33.776688333333304,-84.36511999999999,2018-07-28 00:00:00,2018-07-28 20:07:00,NONE,33.754365,-84.3653466666667,2018-07-30 00:00:00,2018-07-30 14:28:00,2951*,1.84,1 days 18:20:40.000000000
GREENWOOD AVE BELTLINE,33.7767166666667,-84.36520166666669,2018-07-10 00:00:00,2018-07-10 20:19:00,NONE,33.788270000000004,-84.3837433333333,2018-07-13 00:00:00,2018-07-13 14:06:00,2989,3.08,2 days 17:47:55.000000000
OUTWRIGHT STATION,33.781736666666696,-84.379205,2018-07-13 00:00:00,2018-07-13 18:00:00,NONE,33.763155,-84.3742166666667,2018-07-16 00:00:00,2018-07-16 09:43:00,2878,1.65,2 days 15:43:17.000000000
PIEDMONT PARK & EASTSIDE BELTLINE,33.782305,-84.36988000000001,2018-07-18 00:00:00,2018-07-18 21:05:00,NONE,33.77258,-84.3645033333333,2018-07-23 00:00:00,2018-07-23 10:51:00,2860,4.75,4 days 13:45:45.000000000
PIEDMONT PARK WEST,33.786325,-84.377955,2018-07-21 00:00:00,2018-07-21 15:52:00,NONE,33.817505,-84.3659383333333,2018-07-23 00:00:00,2018-07-23 05:44:00,2570,43.17,1 days 13:51:44.000000000
PIEDMONT PARK WEST,33.7864216666667,-84.3779333333333,2018-07-08 00:00:00,2018-07-08 19:12:00,NONE,33.7868233333333,-84.3726883333333,2018-07-12 00:00:00,2018-07-12 11:39:00,2918,1.53,3 days 16:27:11.000000000
NONE,33.8489633333333,-84.37026166666669,2018-07-22 00:00:00,2018-07-22 16:37:00,BUCKHEAD - TOWER PLACE,33.8484183333333,-84.3700933333333,2018-07-24 00:00:00,2018-07-24 10:51:00,2701,4.78,1 days 18:13:55.000000000
